SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,Month,Season,IsWinter,IsSummer,IsIceCream,Price_Change,Days_Since_Last_Price_Update,Predicted_Price,Adjusted_Price
10001,Snacks,Chips,,Snacks/Chips,544661910,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.49,10,Regular,2022-05-11,5,Spring,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
60601,Deli,Cheese,,Deli/Cheese,248688513,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-04-10,4,Spring,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
30301,Beverages,Juice,,Beverages/Juice,307903858,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-06-13,6,Summer,0,1,0,0.0,0.0,3.9900000000000087,3.9900000000000087
30301,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,185040046,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,6.99,48,Regular,2022-10-04,10,Fall,0,0,1,0.0,0.0,6.989999999999981,6.989999999999981
79936,Bakery,Pastries,,Bakery/Pastries,223863624,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-04-13,4,Spring,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
30301,Beverages,Soda,,Beverages/Soda,566115304,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-11-29,11,Fall,0,0,0,0.0,0.0,1.990000000000008,1.990000000000008
30301,Snacks,Cookies,,Snacks/Cookies,363797106,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-10-27,10,Fall,0,0,0,0.0,0.0,4.28999999999999,4.28999999999999
79936,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,189130590,https://www.walmart.com/ip/Sunflower-Seeds,"David Sunflower Seeds, 8 Oz",David,3.49,3.49,8,Regular,2022-10-19,10,Fall,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
30301,Snacks,Chips,,Snacks/Chips,546198792,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.49,10,Regular,2022-06-20,6,Summer,0,1,0,0.0,0.0,3.489999999999961,3.489999999999961
90001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,262880685,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Summer Premium,2022-07-17,7,Summer,0,1,1,0.0,0.0,4.9899999999999505,5.488999999999946
30301,Snacks,Cookies,,Snacks/Cookies,998988973,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-05-31,5,Spring,0,0,0,0.0,0.0,4.28999999999999,4.28999999999999
60601,Snacks,Chips,,Snacks/Chips,174431957,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-08-03,8,Summer,0,1,0,0.0,0.0,2.9900000000000073,2.9900000000000073
10001,Beverages,Juice,,Beverages/Juice,173194414,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.49,64,Regular,2022-09-25,9,Fall,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
10001,Beverages,Water,,Beverages/Water,485827090,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-10-29,10,Fall,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
10001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,684904154,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-07-11,7,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
10001,Snacks,Chips,,Snacks/Chips,470851562,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-11-13,11,Fall,0,0,0,0.0,0.0,2.9900000000000087,2.9900000000000087
60601,Bakery,Pastries,,Bakery/Pastries,486647340,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-07-21,7,Summer,0,1,0,0.0,0.0,3.489999999999961,3.489999999999961
90001,Bakery,Bread,,Bakery/Bread,640948536,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.49,20,Regular,2022-10-17,10,Fall,0,0,0,0.0,0.0,2.490000000000008,2.490000000000008
30301,Snacks,Cookies,,Snacks/Cookies,466665890,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-07-04,7,Summer,0,1,0,0.0,0.0,4.289999999999993,4.289999999999993
90001,Beverages,Water,,Beverages/Water,354159081,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,4.99,24,Regular,2022-03-02,3,Spring,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
79936,Beverages,Water,,Beverages/Water,767247037,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-08-19,8,Summer,0,1,0,0.0,0.0,4.989999999999937,4.989999999999937
10001,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,265481618,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-08-18,8,Summer,0,1,0,0.0,0.0,2.4900000000000078,2.4900000000000078
90001,Bakery,Cakes,,Bakery/Cakes,843177843,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-02-19,2,Winter,1,0,0,0.0,0.0,5.989999999999998,5.989999999999998
79936,Bakery,Pastries,,Bakery/Pastries,613089047,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-10-20,10,Fall,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
90001,Snacks,Cookies,,Snacks/Cookies,127110679,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-11-22,11,Fall,0,0,0,0.0,0.0,4.28999999999999,4.28999999999999
90001,Beverages,Water,,Beverages/Water,156364418,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,4.99,24,Regular,2022-09-18,9,Fall,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
10001,Snacks,Cookies,,Snacks/Cookies,339074323,https://www.walmart.com/ip/Chocolate-Chip-Cookies,"Chips Ahoy Chocolate Chip Cookies, 13 Oz",Chips Ahoy,4.29,4.29,13,Regular,2022-09-07,9,Fall,0,0,0,0.0,0.0,4.28999999999999,4.28999999999999
30301,Bakery,Pastries,,Bakery/Pastries,876713252,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-03-06,3,Spring,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
90001,Snacks,Cookies,,Snacks/Cookies,603224875,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-07-14,7,Summer,0,1,0,0.0,0.0,4.289999999999993,4.289999999999993
90001,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,140723412,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.99,30,Regular,2022-10-13,10,Fall,0,0,0,0.0,0.0,6.989999999999981,6.989999999999981
90001,Snacks,Chips,,Snacks/Chips,479361583,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-01-13,1,Winter,1,0,0,0.0,0.0,2.990000000000007,2.990000000000007
30301,Beverages,Juice,,Beverages/Juice,680006662,https://www.walmart.com/ip/Orange-Juice,"Tropicana Orange Juice, 64 Oz",Tropicana,3.99,3.99,64,Regular,2022-08-08,8,Summer,0,1,0,0.0,0.0,3.9900000000000087,3.9900000000000087
30301,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,944064041,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-06-29,6,Summer,0,1,0,0.0,0.0,2.4900000000000078,2.4900000000000078
10001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,265434967,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,6.99,48,Winter Discount,2022-01-27,1,Winter,1,0,1,0.0,0.0,6.989999999999983,6.290999999999985
10001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,321303742,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-08-17,8,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
30301,Bakery,Cakes,,Bakery/Cakes,499039042,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.99,15,Regular,2022-07-16,7,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
90001,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,993027996,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.49,10,Regular,2022-05-30,5,Spring,0,0,0,0.0,0.0,7.490000000000008,7.490000000000008
10001,Beverages,Water,,Beverages/Water,583659036,https://www.walmart.com/ip/Purified-Water,"Nestle Purified Water, 24 Pack",Nestle,4.99,4.99,24,Regular,2022-02-01,2,Winter,1,0,0,0.0,0.0,4.989999999999933,4.989999999999933
60601,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,275813816,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.99,30,Regular,2022-06-21,6,Summer,0,1,0,0.0,0.0,6.989999999999981,6.989999999999981
60601,Bakery,Cakes,,Bakery/Cakes,359950190,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-01-28,1,Winter,1,0,0,0.0,0.0,5.989999999999998,5.989999999999998
10001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,242054586,https://www.walmart.com/ip/Vanilla-Ice-Cream,"Haagen-Dazs Vanilla Ice Cream, 14 Oz",Haagen-Dazs,4.99,4.99,14,Regular,2022-10-08,10,Fall,0,0,1,0.0,0.0,4.989999999999935,4.989999999999935
10001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,471933610,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,6.99,48,Summer Premium,2022-06-19,6,Summer,0,1,1,0.0,0.0,6.989999999999981,7.68899999999998
30301,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,772509711,https://www.walmart.com/ip/Frozen-Pizza,"DiGiorno Frozen Pizza, 30 Oz",DiGiorno,6.99,6.99,30,Regular,2022-03-13,3,Spring,0,0,0,0.0,0.0,6.989999999999981,6.989999999999981
30301,Beverages,Soda,,Beverages/Soda,659158670,https://www.walmart.com/ip/Lemon-Lime-Soda,"Sprite Lemon-Lime Soda, 2 L",Sprite,1.99,1.99,2,Regular,2022-03-21,3,Spring,0,0,0,0.0,0.0,1.990000000000008,1.990000000000008
60601,Bakery,Cakes,,Bakery/Cakes,439274524,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-12-01,12,Winter,1,0,0,0.0,0.0,5.989999999999998,5.989999999999998
10001,Beverages,Soda,,Beverages/Soda,968414977,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-04-21,4,Spring,0,0,0,0.0,0.0,1.990000000000008,1.990000000000008
60601,Deli,Cheese,,Deli/Cheese,377082589,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-03-31,3,Spring,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
90001,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,747847998,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.49,10,Regular,2022-06-22,6,Summer,0,1,0,0.0,0.0,7.490000000000008,7.490000000000008
79936,Bakery,Cakes,,Bakery/Cakes,369277511,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-07-09,7,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
90001,Deli,Cheese,,Deli/Cheese,110934009,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-11-13,11,Fall,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
10001,Snacks,Chips,,Snacks/Chips,743375099,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-01-18,1,Winter,1,0,0,0.0,0.0,2.990000000000007,2.990000000000007
10001,Beverages,Soda,,Beverages/Soda,682877938,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-06-29,6,Summer,0,1,0,0.0,0.0,1.990000000000008,1.990000000000008
90001,Bakery,Bread,,Bakery/Bread,461409841,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.49,20,Regular,2022-03-10,3,Spring,0,0,0,0.0,0.0,2.490000000000008,2.490000000000008
90001,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,131521651,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.49,10,Regular,2022-01-07,1,Winter,1,0,0,0.0,0.0,7.490000000000008,7.490000000000008
30301,Bakery,Cakes,,Bakery/Cakes,544225625,https://www.walmart.com/ip/Chocolate-Cake,"Betty Crocker Chocolate Cake, 15 Oz",Betty Crocker,5.99,5.99,15,Regular,2022-06-02,6,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
10001,Deli,Cheese,,Deli/Cheese,733720786,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-08-22,8,Summer,0,1,0,0.0,0.0,3.489999999999961,3.489999999999961
79936,Beverages,Soda,,Beverages/Soda,142656262,https://www.walmart.com/ip/Lemon-Lime-Soda,"Sprite Lemon-Lime Soda, 2 L",Sprite,1.99,1.99,2,Regular,2022-05-08,5,Spring,0,0,0,0.0,0.0,1.990000000000008,1.990000000000008
10001,Bakery,Bread,,Bakery/Bread,601313044,https://www.walmart.com/ip/Whole-Wheat-Bread,"Arnold Whole Wheat Bread, 20 Oz",Arnold,2.99,2.99,20,Regular,2022-04-17,4,Spring,0,0,0,0.0,0.0,2.9900000000000087,2.9900000000000087
30301,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,638404868,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-08-23,8,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
30301,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",803174668,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-10-14,10,Fall,0,0,0,0.0,0.0,2.67,2.67
10001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,385229015,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-11-26,11,Fall,0,0,0,0.0,0.0,5.9899999999999896,5.9899999999999896
60601,Bakery,Bread,,Bakery/Bread,812494962,https://www.walmart.com/ip/White-Bread,"Wonder White Bread, 20 Oz",Wonder,2.49,2.49,20,Regular,2022-07-07,7,Summer,0,1,0,0.0,0.0,2.4900000000000078,2.4900000000000078
79936,Frozen Foods,Frozen Vegetables,,Frozen Foods/Frozen Vegetables,672886745,https://www.walmart.com/ip/Mixed-Vegetables,"Birds Eye Mixed Vegetables, 16 Oz",Birds Eye,2.49,2.49,16,Regular,2022-06-09,6,Summer,0,1,0,0.0,0.0,2.4900000000000078,2.4900000000000078
79936,Snacks,Chips,,Snacks/Chips,101352351,https://www.walmart.com/ip/Tortilla-Chips,"Tostitos Tortilla Chips, 10 Oz",Tostitos,3.49,3.49,10,Regular,2022-11-19,11,Fall,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
10001,Beverages,Juice,,Beverages/Juice,539200880,https://www.walmart.com/ip/Apple-Juice,"Mott's Apple Juice, 64 Oz",Mott's,3.49,3.49,64,Regular,2022-04-08,4,Spring,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
79936,Bakery,Pastries,,Bakery/Pastries,921446422,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-11-24,11,Fall,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
60601,Beverages,Water,,Beverages/Water,956229798,https://www.walmart.com/ip/Spring-Water,"Poland Spring Spring Water, 24 Pack",Poland Spring,4.99,4.99,24,Regular,2022-03-13,3,Spring,0,0,0,0.0,0.0,4.989999999999919,4.989999999999919
60601,Beverages,Soda,,Beverages/Soda,227004801,https://www.walmart.com/ip/Cola,"Coca-Cola Cola, 2 L",Coca-Cola,1.99,1.99,2,Regular,2022-07-26,7,Summer,0,1,0,0.0,0.0,1.990000000000008,1.990000000000008
30301,Bakery,Pastries,,Bakery/Pastries,663739985,https://www.walmart.com/ip/Cinnamon-Rolls,"Pillsbury Cinnamon Rolls, 8 Oz",Pillsbury,3.49,3.49,8,Regular,2022-03-13,3,Spring,0,0,0,0.0,0.0,3.4899999999999487,3.4899999999999487
90001,Snacks,Nuts & Seeds,,Snacks/Nuts & Seeds,793327332,https://www.walmart.com/ip/Almonds,"Blue Diamond Almonds, 6 Oz",Blue Diamond,5.99,5.99,6,Regular,2022-12-09,12,Winter,1,0,0,0.0,0.0,5.989999999999998,5.989999999999998
79936,Bakery,Pastries,,Bakery/Pastries,286089483,https://www.walmart.com/ip/Danish-Pastry,"Entenmann's Danish Pastry, 12 Oz",Entenmann's,4.99,4.99,12,Regular,2022-12-24,12,Winter,1,0,0,0.0,0.0,4.989999999999933,4.989999999999933
60601,Deli,"Hummus, Dips, & Salsa",,"Deli/Hummus, Dips, & Salsa",536700424,https://www.walmart.com/ip/Garlic-Hummus,"Marketside Garlic Hummus, 10 Oz",Marketside,2.67,2.67,10,Regular,2022-07-21,7,Summer,0,1,0,0.0,0.0,2.67,2.67
79936,Snacks,Chips,,Snacks/Chips,624254138,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-07-22,7,Summer,0,1,0,0.0,0.0,2.9900000000000073,2.9900000000000073
10001,Deli,Cheese,,Deli/Cheese,234155653,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-01-13,1,Winter,1,0,0,0.0,0.0,3.4899999999999625,3.4899999999999625
79936,Frozen Foods,Frozen Meals,,Frozen Foods/Frozen Meals,958716920,https://www.walmart.com/ip/Frozen-Burritos,"El Monterey Frozen Burritos, 10 Pack",El Monterey,7.49,7.49,10,Regular,2022-10-12,10,Fall,0,0,0,0.0,0.0,7.490000000000008,7.490000000000008
90001,Frozen Foods,Ice Cream,,Frozen Foods/Ice Cream,952548577,https://www.walmart.com/ip/Chocolate-Ice-Cream,"Breyers Chocolate Ice Cream, 48 Oz",Breyers,6.99,6.99,48,Regular,2022-04-19,4,Spring,0,0,1,0.0,0.0,6.989999999999981,6.989999999999981
10001,Bakery,Cakes,,Bakery/Cakes,227945508,https://www.walmart.com/ip/Vanilla-Cake,"Duncan Hines Vanilla Cake, 15 Oz",Duncan Hines,5.99,5.99,15,Regular,2022-08-18,8,Summer,0,1,0,0.0,0.0,5.990000000000002,5.990000000000002
30301,Snacks,Cookies,,Snacks/Cookies,705598853,https://www.walmart.com/ip/Oatmeal-Raisin-Cookies,"Quaker Oatmeal Raisin Cookies, 12 Oz",Quaker,4.29,4.29,12,Regular,2022-04-19,4,Spring,0,0,0,0.0,0.0,4.28999999999999,4.28999999999999
10001,Snacks,Chips,,Snacks/Chips,757881927,https://www.walmart.com/ip/Potato-Chips,"Lay's Potato Chips, 8 Oz",Lay's,2.99,2.99,8,Regular,2022-07-31,7,Summer,0,1,0,0.0,0.0,2.9900000000000073,2.9900000000000073
30301,Deli,Cheese,,Deli/Cheese,214927841,https://www.walmart.com/ip/Cheddar-Cheese,"Kraft Cheddar Cheese, 8 Oz",Kraft,3.49,3.49,8,Regular,2022-06-29,6,Summer,0,1,0,0.0,0.0,3.489999999999961,3.489999999999961
